bc023.source.aa,4877
bc038.source.aa,4876
bc040.source.aa,4907
bc037.source.aa,4907
bc031.source.aa,4907
bc042.source.aa,4907
bc024.source.aa,4937
bc028.source.aa,4937
bc039.source.aa,4966
bc033.source.aa,5026
bc029.source.aa,5031
bc036.source.aa,5087
bc046.source.aa,5176
bc027.source.aa,5181
bc025.source.aa,5176
bc077.source.aa,4876
bc069.source.aa,4876
bc078.source.aa,4936
bc021.source.aa,5026
bc020.source.aa,5057
bc026.source.aa,5086
bc071.source.aa,5116
bc068.source.aa,5116
bc080.source.aa,5146
bc045.source.aa,5176
bc070.source.aa,5177
bc044.source.aa,5177
bc041.source.aa,5207
bc034.source.aa,5206
bc035.source.aa,5207
bc086.source.aa,4876
bc084.source.aa,4876
bc095.source.aa,4906
bc098.source.aa,4906
bc097.source.aa,4907
bc074.source.aa,4937
bc090.source.aa,4967
bc072.source.aa,4996
bc094.source.aa,5057
bc073.source.aa,5056
bc092.source.aa,5086
bc079.source.aa,5117
bc082.source.aa,5146
bc076.source.aa,5147
bc075.source.aa,5147
bc085.source.aa,4877
bc093.source.aa,4907
bc083.source.aa,4907
bc089.source.aa,4937
bc110.source.aa,4937
bc096.source.aa,5027
bc081.source.aa,5117
bc091.source.aa,5176
bc087.source.aa,5177
bc088.source.aa,5177
bc109.source.aa,5177
bc111.source.aa,8632
bc114.source.aa,8662
bc113.source.aa,8693
bc112.source.aa,9053
bc139.source.aa,3583
bc138.source.aa,3588
bc128.source.aa,3617
bc131.source.aa,3644
bc137.source.aa,3673
bc136.source.aa,3673
bc134.source.aa,3708
bc132.source.aa,3733
bc127.source.aa,3913
bc129.source.aa,3918
bc133.source.aa,3913
bc126.source.aa,4038
bc099.source.aa,5147
bc118.source.aa,8662
bc119.source.aa,8693
bc149.source.aa,3554
bc144.source.aa,3588
bc152.source.aa,3643
bc140.source.aa,3643
bc156.source.aa,3673
bc151.source.aa,3673
bc154.source.aa,3677
bc148.source.aa,3703
bc142.source.aa,3737
bc147.source.aa,3797
bc145.source.aa,3913
bc141.source.aa,3947
bc155.source.aa,3948
bc150.source.aa,4003
bc146.source.aa,4183
bc167.source.aa,3613
bc158.source.aa,3643
bc159.source.aa,3643
bc162.source.aa,3884
mc005.source.aa,4485
mc008.source.aa,4485
mc002.source.aa,4485
mc004.source.aa,4485
mc003.source.aa,4605
mc009.source.aa,4695
mc001.source.aa,4725
mc007.source.aa,4785
bc100.source.aa,5147
bc103.source.aa,5177
bc106.source.aa,5211
mc020.source.aa,4485
mc021.source.aa,4485
mc016.source.aa,4485
mc010.source.aa,4486
mc015.source.aa,4485
mc012.source.aa,4485
mc014.source.aa,4485
mc013.source.aa,4485
mc018.source.aa,4545
mc019.source.aa,4605
mc024.source.aa,4696
mc023.source.aa,4755
mc022.source.aa,4755
mc017.source.aa,4785
mc011.source.aa,4789
mc041.source.aa,4486
mc033.source.aa,4484
mc040.source.aa,4485
mc029.source.aa,4486
mc035.source.aa,4485
mc025.source.aa,4485
mc042.source.aa,4515
mc026.source.aa,4515
mc027.source.aa,4695
mc037.source.aa,4757
mc039.source.aa,4756
mc034.source.aa,4756
mc030.source.aa,4756
mc028.source.aa,4785
mc031.source.aa,4785
mc055.source.aa,4485
mc046.source.aa,4484
mc054.source.aa,4485
mc049.source.aa,4485
mc062.source.aa,4484
mc048.source.aa,4485
mc051.source.aa,4485
mc047.source.aa,4545
mc043.source.aa,4574
mc063.source.aa,4635
mc053.source.aa,4635
mc058.source.aa,4726
mc060.source.aa,4760
mc052.source.aa,4785
mc061.source.aa,4786
mc079.source.aa,4484
mc070.source.aa,4485
mc073.source.aa,4514
mc074.source.aa,4514
mc071.source.aa,4545
mc069.source.aa,4665
mc075.source.aa,4755
mc076.source.aa,4755
mc077.source.aa,4755
mc078.source.aa,4785
mc072.source.aa,4785
mc064.source.aa,4785
mc066.source.aa,4785
mc067.source.aa,4785
mc081.source.aa,4785
mc084.source.aa,4485
mc088.source.aa,4485
mc091.source.aa,4485
mc096.source.aa,4485
mc094.source.aa,4485
mc086.source.aa,4485
mc083.source.aa,4575
mc089.source.aa,4575
mc097.source.aa,4755
mc095.source.aa,4755
mc087.source.aa,4755
mc085.source.aa,4755
mc090.source.aa,4785
mc082.source.aa,4785
mc093.source.aa,4785
mc100.source.aa,4485
mc110.source.aa,4485
mc109.source.aa,4485
mc101.source.aa,4485
mc103.source.aa,4485
mc114.source.aa,4485
mc105.source.aa,4485
mc106.source.aa,4485
mc102.source.aa,4485
mc113.source.aa,4516
mc099.source.aa,4575
mc107.source.aa,4635
mc108.source.aa,4756
mc111.source.aa,4785
mc104.source.aa,4816
bc165.source.aa,3588
mc121.source.aa,4485
mc118.source.aa,4484
mc120.source.aa,4485
mc123.source.aa,4485
mc131.source.aa,4485
mc127.source.aa,4485
mc128.source.aa,4484
mc122.source.aa,4544
mc124.source.aa,4575
mc119.source.aa,4575
mc125.source.aa,4784
mc116.source.aa,4785
mc132.source.aa,4785
mc126.source.aa,4785
mc147.source.aa,4485
mc141.source.aa,4485
mc138.source.aa,4485
mc152.source.aa,4485
mc146.source.aa,4485
mc145.source.aa,4515
mc143.source.aa,4515
mc149.source.aa,4519
mc137.source.aa,4609
mc153.source.aa,4694
mc151.source.aa,4755
mc133.source.aa,4785
mc148.source.aa,4785
mc154.source.aa,4786
mc139.source.aa,4785
mc164.source.aa,4485
mc160.source.aa,4484
mc166.source.aa,4514
mc171.source.aa,4544
mc163.source.aa,4634
mc156.source.aa,4635
mc168.source.aa,4694
mc165.source.aa,4695
mc167.source.aa,4755
mc159.source.aa,4755
mc155.source.aa,4755
mc158.source.aa,4785
mc169.source.aa,4784
mc172.source.aa,4845
mc173.source.aa,4845
mc187.source.aa,4515
mc176.source.aa,4545
mc189.source.aa,4545
mc177.source.aa,4545
mc186.source.aa,4545
mc181.source.aa,4636
mc184.source.aa,4636
mc178.source.aa,4665
mc179.source.aa,4815
mc190.source.aa,4845
mc188.source.aa,4846
