bc042.source.aa,1456
bc040.source.aa,1459
bc028.source.aa,1459
bc036.source.aa,1459
bc029.source.aa,1460
bc023.source.aa,1458
bc034.source.aa,1456
bc021.source.aa,1460
bc044.source.aa,1458
bc035.source.aa,1546
bc041.source.aa,1632
bc068.source.aa,2154
bc026.source.aa,2271
bc045.source.aa,2259
bc020.source.aa,2584
bc072.source.aa,1409
bc075.source.aa,1410
bc031.source.aa,1463
bc039.source.aa,1459
bc046.source.aa,1458
bc024.source.aa,1459
bc079.source.aa,1997
bc076.source.aa,2045
bc073.source.aa,2105
bc074.source.aa,2097
bc025.source.aa,2214
bc038.source.aa,2307
bc037.source.aa,2365
bc027.source.aa,2540
bc033.source.aa,2548
bc070.source.aa,1408
bc096.source.aa,1406
bc087.source.aa,1411
bc069.source.aa,1409
bc088.source.aa,2011
bc078.source.aa,2046
bc089.source.aa,2059
bc081.source.aa,2088
bc083.source.aa,2085
bc085.source.aa,2092
bc093.source.aa,2118
bc091.source.aa,2131
bc080.source.aa,2117
bc077.source.aa,2145
bc071.source.aa,2396
bc111.source.aa,1021
bc113.source.aa,1026
bc114.source.aa,1021
bc112.source.aa,1025
bc094.source.aa,1410
bc095.source.aa,1411
bc098.source.aa,1409
bc086.source.aa,1406
bc090.source.aa,1411
bc097.source.aa,1410
bc084.source.aa,2044
bc082.source.aa,2095
bc092.source.aa,2082
bc109.source.aa,2106
bc110.source.aa,2171
bc129.source.aa,703
bc126.source.aa,707
bc133.source.aa,706
bc134.source.aa,705
bc132.source.aa,704
bc136.source.aa,707
bc137.source.aa,702
bc139.source.aa,702
bc138.source.aa,703
bc127.source.aa,704
bc128.source.aa,703
bc131.source.aa,707
bc119.source.aa,1011
bc118.source.aa,1024
bc102.source.aa,2057
bc142.source.aa,703
bc155.source.aa,705
bc149.source.aa,703
bc146.source.aa,705
bc148.source.aa,702
bc156.source.aa,701
bc152.source.aa,704
bc140.source.aa,704
bc147.source.aa,704
bc145.source.aa,703
bc141.source.aa,699
bc154.source.aa,705
bc150.source.aa,705
bc151.source.aa,704
bc144.source.aa,707
bc167.source.aa,498
bc163.source.aa,698
bc161.source.aa,699
bc158.source.aa,705
bc159.source.aa,706
mc005.source.aa,1376
mc002.source.aa,1376
mc003.source.aa,1374
mc009.source.aa,1374
mc001.source.aa,1373
mc008.source.aa,1374
mc004.source.aa,1374
mc007.source.aa,1379
bc105.source.aa,1431
bc101.source.aa,2082
mc015.source.aa,1373
mc021.source.aa,1374
mc017.source.aa,1375
mc019.source.aa,1375
mc011.source.aa,1376
mc010.source.aa,1375
mc014.source.aa,1371
mc024.source.aa,1374
mc023.source.aa,1375
mc018.source.aa,1375
mc016.source.aa,1377
mc022.source.aa,1374
mc013.source.aa,1373
mc020.source.aa,1375
mc012.source.aa,1375
mc031.source.aa,1374
mc025.source.aa,1374
mc040.source.aa,1373
mc028.source.aa,1373
mc041.source.aa,1374
mc042.source.aa,1374
mc037.source.aa,1376
mc039.source.aa,1374
mc035.source.aa,1375
mc030.source.aa,1376
mc026.source.aa,1376
mc034.source.aa,1376
mc027.source.aa,1376
mc029.source.aa,1374
mc033.source.aa,1375
mc047.source.aa,1373
mc060.source.aa,1373
mc055.source.aa,1375
mc049.source.aa,1374
mc046.source.aa,1375
mc054.source.aa,1376
mc053.source.aa,1373
mc061.source.aa,1376
mc051.source.aa,1376
mc043.source.aa,1376
mc063.source.aa,1374
mc062.source.aa,1375
mc052.source.aa,1372
mc048.source.aa,1373
mc058.source.aa,1375
mc070.source.aa,1372
mc072.source.aa,1375
mc073.source.aa,1374
mc079.source.aa,1376
mc075.source.aa,1374
mc064.source.aa,1375
mc078.source.aa,1375
mc077.source.aa,1373
mc076.source.aa,1375
mc067.source.aa,1376
mc066.source.aa,1376
mc081.source.aa,1376
mc074.source.aa,1374
mc071.source.aa,1375
mc069.source.aa,1372
mc089.source.aa,1373
mc084.source.aa,1375
mc086.source.aa,1375
mc094.source.aa,1374
mc085.source.aa,1375
mc082.source.aa,1375
mc096.source.aa,1374
mc095.source.aa,1374
mc090.source.aa,1372
mc091.source.aa,1376
mc093.source.aa,1375
mc088.source.aa,1375
mc083.source.aa,1372
mc087.source.aa,1374
mc097.source.aa,1376
mc108.source.aa,1375
mc114.source.aa,1375
mc101.source.aa,1376
mc113.source.aa,1373
mc110.source.aa,1373
mc104.source.aa,1375
mc102.source.aa,1374
mc111.source.aa,1373
mc100.source.aa,1376
mc106.source.aa,1374
mc103.source.aa,1375
mc109.source.aa,1372
mc107.source.aa,1376
mc099.source.aa,1376
mc105.source.aa,1382
bc165.source.aa,497
mc121.source.aa,1372
mc119.source.aa,1374
mc132.source.aa,1375
mc131.source.aa,1374
mc127.source.aa,1373
mc126.source.aa,1373
mc118.source.aa,1374
mc120.source.aa,1374
mc122.source.aa,1374
mc128.source.aa,1373
mc123.source.aa,1375
mc116.source.aa,1375
mc125.source.aa,1376
mc124.source.aa,1376
mc139.source.aa,1372
mc146.source.aa,1373
mc153.source.aa,1375
mc149.source.aa,1374
mc133.source.aa,1376
mc147.source.aa,1374
mc138.source.aa,1376
mc154.source.aa,1374
mc141.source.aa,1375
mc148.source.aa,1375
mc151.source.aa,1374
mc143.source.aa,1375
mc152.source.aa,1373
mc145.source.aa,1376
mc137.source.aa,1375
mc158.source.aa,1375
mc167.source.aa,1375
mc165.source.aa,1373
mc166.source.aa,1373
mc156.source.aa,1371
mc164.source.aa,1373
mc160.source.aa,1375
mc155.source.aa,1374
mc163.source.aa,1374
mc168.source.aa,1372
mc159.source.aa,1375
mc169.source.aa,1453
mc171.source.aa,1455
mc172.source.aa,1452
mc173.source.aa,1452
mc181.source.aa,1451
mc193.source.aa,1455
mc189.source.aa,1458
mc182.source.aa,1453
mc186.source.aa,1454
mc191.source.aa,1454
mc178.source.aa,1454
mc190.source.aa,1454
mc175.source.aa,1451
mc179.source.aa,1454
mc192.source.aa,1456
mc177.source.aa,1454
mc188.source.aa,1453
mc176.source.aa,1452
mc183.source.aa,1455
mc211.source.aa,1373
mc203.source.aa,1453
mc195.source.aa,1454
mc196.source.aa,1453
mc201.source.aa,1456
mc209.source.aa,1452
mc187.source.aa,1455
mc202.source.aa,1456
mc207.source.aa,1454
mc206.source.aa,1455
mc210.source.aa,1456
mc184.source.aa,1455
mc205.source.aa,1455
mc199.source.aa,1453
mc212.source.aa,2161
mc216.source.aa,1374
mc229.source.aa,1374
mc220.source.aa,1373
mc227.source.aa,1375
mc214.source.aa,1373
mc217.source.aa,1376
mc218.source.aa,1375
mc225.source.aa,1374
mc215.source.aa,1376
mc224.source.aa,1373
mc223.source.aa,1376
mc230.source.aa,1374
mc231.source.aa,1374
mc228.source.aa,1378
mc213.source.aa,2061
mc235.source.aa,1374
mc236.source.aa,1374
mc244.source.aa,1376
mc243.source.aa,2043
mc238.source.aa,2045
mc245.source.aa,2050
mc241.source.aa,2064
mc247.source.aa,2070
mc239.source.aa,2056
mc246.source.aa,2070
mc233.source.aa,2101
mc240.source.aa,2124
mc234.source.aa,2136
mc242.source.aa,2170
mc237.source.aa,2233
bc099.source.aa,1412
bc104.source.aa,1408
bc021.source.aa,1457
bc028.source.aa,1459
bc029.source.aa,1457
bc034.source.aa,1454
bc024.source.aa,1461
bc023.source.aa,1458
bc031.source.aa,1461
bc035.source.aa,1528
bc026.source.aa,2273
bc025.source.aa,2297
bc027.source.aa,2461
bc020.source.aa,2541
bc033.source.aa,2588
bc070.source.aa,1407
bc044.source.aa,1457
bc039.source.aa,1459
bc046.source.aa,1458
bc040.source.aa,1461
mc194.source.aa,1456
bc042.source.aa,1456
bc036.source.aa,1458
bc041.source.aa,1672
bc069.source.aa,2013
bc068.source.aa,2103
bc045.source.aa,2214
bc038.source.aa,2343
bc037.source.aa,2383
bc071.source.aa,2421
bc072.source.aa,1410
bc086.source.aa,1406
bc075.source.aa,1409
bc079.source.aa,2047
bc073.source.aa,2043
bc084.source.aa,2074
bc081.source.aa,2071
bc077.source.aa,2075
bc074.source.aa,2080
bc083.source.aa,2088
bc078.source.aa,2107
bc082.source.aa,2092
bc080.source.aa,2130
bc085.source.aa,2115
bc076.source.aa,2174
bc160.source.aa,705
bc162.source.aa,696
bc094.source.aa,1411
